Id_local,Id_visitante,Prob_ganar_local,Prob_empate,Prob_ganar_visitante,Fecha y Hora
3,20,15.848753016894607,4.232935206386533,10.483321987746768,2024-02-20 21:00:00
2,13,15.498659175073428,5.240709998723024,9.636061805644234,2024-02-20 21:00:00
