Id_local,Id_visitante,Prob_ganar_local,Prob_empate,Prob_ganar_visitante,Fecha y Hora
27,3,10.797947497583104,4.52145459953893,14.161770903051483,2024-02-13 21:00:00
1,2,12.068832768709578,3.385542698754895,13.853447138017511,2024-02-13 21:00:00
20,14,15.269804822043627,4.0392443377518,13.704206241519673,2024-02-14 21:00:00
13,16,15.747489239598275,5.1133428981348645,12.318507890961262,2024-02-14 21:00:00
